============================= test session starts ==============================
platform linux -- Python 3.12.3, pytest-9.0.2, pluggy-1.6.0 -- /home/spa/tobit-spa-ai/apps/api/.venv/bin/python3.12
cachedir: .pytest_cache
rootdir: /home/spa/tobit-spa-ai/apps/api
configfile: pytest.ini
testpaths: tests
plugins: anyio-4.12.1, langsmith-0.6.3, asyncio-1.3.0
    self.gen.throw(value)
.venv/lib/python3.12/site-packages/starlette/_utils.py:85: in collapse_excgroups
    raise exc
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:193: in __call__
    response = await self.dispatch_func(request, call_next)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
core/security_middleware.py:136: in dispatch
    response = await call_next(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:168: in call_next
    raise app_exc from app_exc.__cause__ or app_exc.__context__
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:144: in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:191: in __call__
    with recv_stream, send_stream, collapse_excgroups():
/usr/lib/python3.12/contextlib.py:158: in __exit__
    self.gen.throw(value)
.venv/lib/python3.12/site-packages/starlette/_utils.py:85: in collapse_excgroups
    raise exc
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:193: in __call__
    response = await self.dispatch_func(request, call_next)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
core/middleware.py:26: in dispatch
    response: Response = await call_next(request)
                         ^^^^^^^^^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:168: in call_next
    raise app_exc from app_exc.__cause__ or app_exc.__context__
.venv/lib/python3.12/site-packages/starlette/middleware/base.py:144: in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
.venv/lib/python3.12/site-packages/starlette/middleware/exceptions.py:63: in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
.venv/lib/python3.12/site-packages/starlette/_exception_handler.py:53: in wrapped_app
    raise exc
.venv/lib/python3.12/site-packages/starlette/_exception_handler.py:42: in wrapped_app
    await app(scope, receive, sender)
.venv/lib/python3.12/site-packages/fastapi/middleware/asyncexitstack.py:18: in __call__
    await self.app(scope, receive, send)
.venv/lib/python3.12/site-packages/starlette/routing.py:716: in __call__
    await self.middleware_stack(scope, receive, send)
.venv/lib/python3.12/site-packages/starlette/routing.py:736: in app
    await route.handle(scope, receive, send)
.venv/lib/python3.12/site-packages/starlette/routing.py:290: in handle
    await self.app(scope, receive, send)
.venv/lib/python3.12/site-packages/fastapi/routing.py:115: in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
.venv/lib/python3.12/site-packages/starlette/_exception_handler.py:53: in wrapped_app
    raise exc
.venv/lib/python3.12/site-packages/starlette/_exception_handler.py:42: in wrapped_app
    await app(scope, receive, sender)
.venv/lib/python3.12/site-packages/fastapi/routing.py:101: in app
    response = await f(request)
               ^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/fastapi/routing.py:355: in app
    raw_response = await run_endpoint_function(
.venv/lib/python3.12/site-packages/fastapi/routing.py:245: in run_endpoint_function
    return await run_in_threadpool(dependant.call, **values)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/starlette/concurrency.py:32: in run_in_threadpool
    return await anyio.to_thread.run_sync(func)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/anyio/to_thread.py:63: in run_sync
    return await get_async_backend().run_sync_in_worker_thread(
.venv/lib/python3.12/site-packages/anyio/_backends/_asyncio.py:2502: in run_sync_in_worker_thread
    return await future
           ^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/anyio/_backends/_asyncio.py:986: in run
    result = context.run(func, *args)
             ^^^^^^^^^^^^^^^^^^^^^^^^
app/modules/audit_log/router.py:85: in get_audit_logs_by_trace_endpoint
    logs = get_audit_logs_by_trace(session, trace_id)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
app/modules/audit_log/crud.py:72: in get_audit_logs_by_trace
    return _unwrap_result(session.exec(statement).all())
                          ^^^^^^^^^^^^^^^^^^^^^^^
.venv/lib/python3.12/site-packages/sqlmodel/orm/session.py:81: in exec
    results = super().execute(
.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py:2351: in execute
    return self._execute_internal(
.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py:2249: in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:306: in orm_execute_statement
    result = conn.execute(
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1419: in execute
    return meth(
.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:527: in _execute_on_connection
    return connection._execute_clauseelement(
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1641: in _execute_clauseelement
    ret = self._execute_context(
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1846: in _execute_context
    return self._exec_single_context(
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1986: in _exec_single_context
    self._handle_dbapi_exception(
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:2363: in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1967: in _exec_single_context
    self.dialect.do_execute(
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <sqlalchemy.dialects.sqlite.pysqlite.SQLiteDialect_pysqlite object at 0x7f4b91ab9d60>
cursor = <sqlite3.Cursor object at 0x7f4b8d8aac40>
statement = 'SELECT tb_audit_log.audit_id, tb_audit_log.trace_id, tb_audit_log.parent_trace_id, tb_audit_log.resource_type, tb_aud...a, tb_audit_log.created_at \nFROM tb_audit_log \nWHERE tb_audit_log.trace_id = ? ORDER BY tb_audit_log.created_at DESC'
parameters = ('4f44dce4-8338-40ea-83c9-0fa104fb2379',)
context = <sqlalchemy.dialects.sqlite.base.SQLiteExecutionContext object at 0x7f4b8f5dbb90>

    def do_execute(self, cursor, statement, parameters, context=None):
>       cursor.execute(statement, parameters)
E       sqlalchemy.exc.OperationalError: (sqlite3.OperationalError) no such table: tb_audit_log
E       [SQL: SELECT tb_audit_log.audit_id, tb_audit_log.trace_id, tb_audit_log.parent_trace_id, tb_audit_log.resource_type, tb_audit_log.resource_id, tb_audit_log.action, tb_audit_log.actor, tb_audit_log.changes, tb_audit_log.old_values, tb_audit_log.new_values, tb_audit_log.metadata, tb_audit_log.created_at 
E       FROM tb_audit_log 
E       WHERE tb_audit_log.trace_id = ? ORDER BY tb_audit_log.created_at DESC]
E       [parameters: ('4f44dce4-8338-40ea-83c9-0fa104fb2379',)]
E       (Background on this error at: https://sqlalche.me/e/20/e3q8)

.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:952: OperationalError
----------------------------- Captured stdout call -----------------------------
2026-01-22 17:57:48,217 INFO sqlalchemy.engine.Engine BEGIN (implicit)
2026-01-22 17:57:48,218 INFO sqlalchemy.engine.Engine INSERT INTO tb_audit_log (audit_id, trace_id, parent_trace_id, resource_type, resource_id, action, actor, changes, old_values, new_values, metadata, created_at) VALUES (%(audit_id)s::UUID, %(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(resource_type)s::VARCHAR, %(resource_id)s::VARCHAR, %(action)s::VARCHAR, %(actor)s::VARCHAR, %(changes)s::JSONB, %(old_values)s::JSONB, %(new_values)s::JSONB, %(metadata)s::JSONB, %(created_at)s::TIMESTAMP WITH TIME ZONE)
2026-01-22 17:57:48,218 INFO sqlalchemy.engine.Engine [cached since 1.084s ago] {'audit_id': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29'), 'trace_id': '4f44dce4-8338-40ea-83c9-0fa104fb2379', 'parent_trace_id': 'a49e305c-d1ce-4492-8c9a-ca1fad270fae', 'resource_type': 'settings', 'resource_id': 'ops_mode', 'action': 'update', 'actor': 'test-suite', 'changes': Jsonb({'value': 'test'}), 'old_values': Jsonb(None), 'new_values': Jsonb(None), 'metadata': Jsonb(None), 'created_at': datetime.datetime(2026, 1, 22, 8, 57, 48, 216925)}
2026-01-22 17:57:48,260 INFO sqlalchemy.engine.Engine COMMIT
2026-01-22 17:57:48,280 INFO sqlalchemy.engine.Engine BEGIN (implicit)
2026-01-22 17:57:48,281 INFO sqlalchemy.engine.Engine SELECT tb_audit_log.audit_id, tb_audit_log.trace_id, tb_audit_log.parent_trace_id, tb_audit_log.resource_type, tb_audit_log.resource_id, tb_audit_log.action, tb_audit_log.actor, tb_audit_log.changes, tb_audit_log.old_values, tb_audit_log.new_values, tb_audit_log.metadata, tb_audit_log.created_at 
FROM tb_audit_log 
WHERE tb_audit_log.audit_id = %(pk_1)s::UUID
2026-01-22 17:57:48,281 INFO sqlalchemy.engine.Engine [cached since 1.087s ago] {'pk_1': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29')}
2026-01-22 17:57:48,303 INFO sqlalchemy.engine.Engine ROLLBACK
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- BEGIN (implicit) taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- INSERT INTO tb_audit_log (audit_id, trace_id, parent_trace_id, resource_type, resource_id, action, actor, changes, old_values, new_values, metadata, created_at) VALUES (%(audit_id)s::UUID, %(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(resource_type)s::VARCHAR, %(resource_id)s::VARCHAR, %(action)s::VARCHAR, %(actor)s::VARCHAR, %(changes)s::JSONB, %(old_values)s::JSONB, %(new_values)s::JSONB, %(metadata)s::JSONB, %(created_at)s::TIMESTAMP WITH TIME ZONE) taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- [cached since 1.084s ago] {'audit_id': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29'), 'trace_id': '4f44dce4-8338-40ea-83c9-0fa104fb2379', 'parent_trace_id': 'a49e305c-d1ce-4492-8c9a-ca1fad270fae', 'resource_type': 'settings', 'resource_id': 'ops_mode', 'action': 'update', 'actor': 'test-suite', 'changes': Jsonb({'value': 'test'}), 'old_values': Jsonb(None), 'new_values': Jsonb(None), 'metadata': Jsonb(None), 'created_at': datetime.datetime(2026, 1, 22, 8, 57, 48, 216925)} taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- COMMIT taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- BEGIN (implicit) taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- SELECT tb_audit_log.audit_id, tb_audit_log.trace_id, tb_audit_log.parent_trace_id, tb_audit_log.resource_type, tb_audit_log.resource_id, tb_audit_log.action, tb_audit_log.actor, tb_audit_log.changes, tb_audit_log.old_values, tb_audit_log.new_values, tb_audit_log.metadata, tb_audit_log.created_at 
FROM tb_audit_log 
WHERE tb_audit_log.audit_id = %(pk_1)s::UUID taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- [cached since 1.087s ago] {'pk_1': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29')} taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 INFO sqlalchemy.engine.Engine request_id=- tenant_id=- trace_id=- mode=- ROLLBACK taskName=None asctime=2026-01-22T17:57:48+0900
2026-01-22T17:57:48+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:57:48+0900
------------------------------ Captured log call -------------------------------
INFO     sqlalchemy.engine.Engine:base.py:2710 BEGIN (implicit)
INFO     sqlalchemy.engine.Engine:base.py:1846 INSERT INTO tb_audit_log (audit_id, trace_id, parent_trace_id, resource_type, resource_id, action, actor, changes, old_values, new_values, metadata, created_at) VALUES (%(audit_id)s::UUID, %(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(resource_type)s::VARCHAR, %(resource_id)s::VARCHAR, %(action)s::VARCHAR, %(actor)s::VARCHAR, %(changes)s::JSONB, %(old_values)s::JSONB, %(new_values)s::JSONB, %(metadata)s::JSONB, %(created_at)s::TIMESTAMP WITH TIME ZONE)
INFO     sqlalchemy.engine.Engine:base.py:1846 [cached since 1.084s ago] {'audit_id': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29'), 'trace_id': '4f44dce4-8338-40ea-83c9-0fa104fb2379', 'parent_trace_id': 'a49e305c-d1ce-4492-8c9a-ca1fad270fae', 'resource_type': 'settings', 'resource_id': 'ops_mode', 'action': 'update', 'actor': 'test-suite', 'changes': Jsonb({'value': 'test'}), 'old_values': Jsonb(None), 'new_values': Jsonb(None), 'metadata': Jsonb(None), 'created_at': datetime.datetime(2026, 1, 22, 8, 57, 48, 216925)}
INFO     sqlalchemy.engine.Engine:base.py:2716 COMMIT
INFO     sqlalchemy.engine.Engine:base.py:2710 BEGIN (implicit)
INFO     sqlalchemy.engine.Engine:base.py:1846 SELECT tb_audit_log.audit_id, tb_audit_log.trace_id, tb_audit_log.parent_trace_id, tb_audit_log.resource_type, tb_audit_log.resource_id, tb_audit_log.action, tb_audit_log.actor, tb_audit_log.changes, tb_audit_log.old_values, tb_audit_log.new_values, tb_audit_log.metadata, tb_audit_log.created_at 
FROM tb_audit_log 
WHERE tb_audit_log.audit_id = %(pk_1)s::UUID
INFO     sqlalchemy.engine.Engine:base.py:1846 [cached since 1.087s ago] {'pk_1': UUID('e2002eb7-d890-4fd4-999b-19f7c6abfd29')}
INFO     sqlalchemy.engine.Engine:base.py:2713 ROLLBACK
DEBUG    asyncio:selector_events.py:64 Using selector: EpollSelector
_______________________ test_get_all_operation_settings ________________________

client = <starlette.testclient.TestClient object at 0x7f4b8d9a66c0>

    def test_get_all_operation_settings(client):
        """Test GET /settings/operations returns all settings."""
        response = client.get("/settings/operations")
>       assert response.status_code == 200
E       assert 500 == 200
E        +  where 500 = <Response [500 Internal Server Error]>.status_code

tests/test_operation_settings.py:16: AssertionError
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:58:12+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:58:12+0900
2026-01-22T17:58:12+0900 ERROR app.modules.operation_settings.router request_id=- tenant_id=- trace_id=- mode=- operation_settings.get_all.error
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlite3.OperationalError: no such table: tb_operation_settings

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/router.py", line 30, in get_all_operation_settings
    settings = OperationSettingsService.get_all_settings(session, app_settings)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/services.py", line 111, in get_all_settings
    effective = get_setting_effective_value(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 139, in get_setting_effective_value
    setting = get_setting_by_key(session, setting_key)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 19, in get_setting_by_key
    return session.exec(statement).first()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlmodel/orm/session.py", line 81, in exec
    results = super().execute(
              ^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2351, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2249, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2363, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlalchemy.exc.OperationalError: (sqlite3.OperationalError) no such table: tb_operation_settings
[SQL: SELECT tb_operation_settings.setting_id, tb_operation_settings.setting_key, tb_operation_settings.setting_value, tb_operation_settings.source, tb_operation_settings.env_override, tb_operation_settings.restart_required, tb_operation_settings.description, tb_operation_settings.published_by, tb_operation_settings.published_at, tb_operation_settings.created_at, tb_operation_settings.updated_at 
FROM tb_operation_settings 
WHERE tb_operation_settings.setting_key = ?]
[parameters: ('ops_mode',)]
(Background on this error at: https://sqlalche.me/e/20/e3q8) taskName=None asctime=2026-01-22T17:58:12+0900
2026-01-22T17:58:12+0900 INFO httpx request_id=- tenant_id=- trace_id=- mode=- HTTP Request: GET http://testserver/settings/operations "HTTP/1.1 500 Internal Server Error" taskName=None asctime=2026-01-22T17:58:12+0900
------------------------------ Captured log call -------------------------------
DEBUG    asyncio:selector_events.py:64 Using selector: EpollSelector
ERROR    app.modules.operation_settings.router:router.py:34 operation_settings.get_all.error
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlite3.OperationalError: no such table: tb_operation_settings

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/router.py", line 30, in get_all_operation_settings
    settings = OperationSettingsService.get_all_settings(session, app_settings)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/services.py", line 111, in get_all_settings
    effective = get_setting_effective_value(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 139, in get_setting_effective_value
    setting = get_setting_by_key(session, setting_key)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 19, in get_setting_by_key
    return session.exec(statement).first()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlmodel/orm/session.py", line 81, in exec
    results = super().execute(
              ^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2351, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2249, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2363, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlalchemy.exc.OperationalError: (sqlite3.OperationalError) no such table: tb_operation_settings
[SQL: SELECT tb_operation_settings.setting_id, tb_operation_settings.setting_key, tb_operation_settings.setting_value, tb_operation_settings.source, tb_operation_settings.env_override, tb_operation_settings.restart_required, tb_operation_settings.description, tb_operation_settings.published_by, tb_operation_settings.published_at, tb_operation_settings.created_at, tb_operation_settings.updated_at 
FROM tb_operation_settings 
WHERE tb_operation_settings.setting_key = ?]
[parameters: ('ops_mode',)]
(Background on this error at: https://sqlalche.me/e/20/e3q8)
INFO     httpx:_client.py:1025 HTTP Request: GET http://testserver/settings/operations "HTTP/1.1 500 Internal Server Error"
__________________________ test_get_ops_mode_setting ___________________________

client = <starlette.testclient.TestClient object at 0x7f4b8da1d070>

    def test_get_ops_mode_setting(client):
        """Test GET /settings/operations/ops_mode returns ops_mode setting."""
        response = client.get("/settings/operations/ops_mode")
>       assert response.status_code == 200
E       assert 500 == 200
E        +  where 500 = <Response [500 Internal Server Error]>.status_code

tests/test_operation_settings.py:45: AssertionError
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:58:12+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:58:12+0900
2026-01-22T17:58:12+0900 ERROR app.modules.operation_settings.router request_id=- tenant_id=- trace_id=- mode=- operation_settings.get.error
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlite3.OperationalError: no such table: tb_operation_settings

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/router.py", line 56, in get_operation_setting
    setting = OperationSettingsService.get_setting(session, setting_key, app_settings)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/services.py", line 155, in get_setting
    effective = get_setting_effective_value(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 139, in get_setting_effective_value
    setting = get_setting_by_key(session, setting_key)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/operation_settings/crud.py", line 19, in get_setting_by_key
    return session.exec(statement).first()
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlmodel/orm/session.py", line 81, in exec
    results = super().execute(
              ^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2351, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2249, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
